,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,WHOIS_COUNTRY,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
582,M0_154,42,11,Utf-8,Not_available,18,1,4,2185,24,21,2969,2637,24,6.0,1
583,M0_155,42,11,Utf-8,Not_available,18,1,5,2185,24,21,2969,2637,24,6.0,1
584,M0_40,42,10,Utf-8,Not_available,15,0,3,2124,17,20,12884,2270,17,2.0,1
585,M0_47,42,10,Iso-8859-1,Us,24,0,2,4035,30,25,12416,4499,30,6.0,1
586,M0_48,42,10,Iso-8859-1,Us,25,0,2,4101,31,28,12614,4565,31,6.0,1
587,M0_50,42,10,Iso-8859-1,Us,23,0,2,3969,29,24,12354,4433,29,6.0,1
588,M0_53,42,10,Iso-8859-1,Us,25,0,2,4101,31,28,12614,4565,31,6.0,1
589,M1_3,42,8,Iso-8859-1,Us,15,0,6,1980,19,17,5911,2334,19,4.0,1
590,B0_104,42,7,Utf-8,Us,51,11,7,4601,57,55,45279,5103,57,6.0,0
591,B0_1131,42,8,Utf-8,In,0,0,0,0,0,0,0,0,0,0.0,0
592,B0_1139,42,7,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
593,B0_1236,42,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
594,B0_1257,42,8,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
595,B0_1260,42,8,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
596,B0_1266,42,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
597,B0_1268,42,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
598,B0_1303,42,8,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
599,B0_1351,42,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
600,B0_1375,42,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
601,B0_1422,42,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
602,B0_146,42,9,Utf-8,Not_available,7,0,2,985,13,12,1496,1433,13,6.0,0
603,B0_2112,42,9,Iso-8859-1,Us,4,3,2,432,4,5,310,432,4,0.0,0
604,B0_2172,42,7,Iso-8859-1,Us,6,4,4,528,6,8,612,528,6,0.0,0
605,B0_2185,42,9,Utf-8,Not_available,6,5,2,540,6,7,473,540,6,0.0,0
606,B0_2218,42,8,Utf-8,Au,5,3,3,498,5,6,376,498,5,0.0,0
607,B0_2231,42,9,Us-ascii,Not_available,8,8,3,636,8,6,364,636,8,0.0,0
608,B0_291,42,8,Utf-8,Uk,33,0,5,2706,37,35,41737,2982,37,4.0,0
609,B0_314,42,8,Utf-8,Not_available,33,4,9,3088,41,34,12104,3720,41,8.0,0
610,B0_328,42,8,Utf-8,Us,28,20,2,2780,32,36,27390,3064,32,4.0,0
611,B0_33,42,9,Iso-8859-1,Au,15,6,10,950,17,18,1327,1110,17,2.0,0
612,B0_363,42,7,Utf-8,Us,19,15,3,2864,23,26,10465,3168,23,4.0,0
613,B0_510,42,9,Utf-8,Jp,15,4,4,1540,19,21,25529,1844,19,4.0,0
614,B0_518,42,9,Utf-8,Sc,5,0,3,334,7,6,412,474,7,2.0,0
615,B0_527,42,7,Utf-8,Us,71,9,13,7856,77,68,82332,8384,77,6.0,0
616,B0_575,42,9,Us-ascii,Us,29,14,15,2767,33,27,3550,3073,33,4.0,0
617,B0_603,42,8,Utf-8,Au,14,0,3,1102,16,8,1015,1248,16,2.0,0
618,B0_818,42,8,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
619,B0_840,42,8,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
620,B0_92,42,8,Utf-8,Us,22,15,2,2432,26,32,27169,2716,26,4.0,0
621,B0_939,42,9,Iso-8859-1,Au,0,0,0,0,0,0,0,0,0,0.0,0
622,B0_963,42,7,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
623,B0_985,42,7,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
624,M0_132,43,13,Utf-8,Not_available,11,1,4,1266,15,12,966,1554,15,4.0,1
625,M0_153,43,11,Utf-8,Not_available,18,1,5,2188,24,22,3031,2640,24,6.0,1
626,M0_54,43,10,Iso-8859-1,Us,23,0,2,3970,29,27,12548,4434,29,6.0,1
627,M0_64,43,11,Iso-8859-1,Not_available,10,0,5,925,12,12,1399,1079,12,2.0,1
628,M0_9,43,10,Iso-8859-1,Us,8,0,1,1045,10,9,2806,1209,10,2.0,1
629,M0_95,43,10,Utf-8,Us,11,0,1,883,13,13,8893,1037,13,2.0,1
630,M4_75,43,10,Utf-8,Not_available,0,0,0,0,0,2,124,0,0,0.0,1
631,B0_1005,43,8,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
632,B0_1010,43,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
633,B0_1112,43,9,Iso-8859-1,Au,0,0,0,0,0,0,0,0,0,0.0,0
634,B0_1177,43,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
635,B0_120,43,8,Iso-8859-1,Us,16,0,1,1151,18,19,24455,1305,18,2.0,0
636,B0_1335,43,8,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
637,B0_1420,43,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
638,B0_180,43,8,Utf-8,Gb,15,6,5,1528,21,21,3023,1988,21,6.0,0
639,B0_2008,43,7,Utf-8,Us,15,3,4,1110,15,4,244,1110,15,0.0,0
640,B0_2036,43,9,Utf-8,Us,29,10,11,2022,29,12,803,2022,29,0.0,0
641,B0_206,43,7,Us-ascii,Not_available,39,9,5,4044,43,39,44173,4420,43,4.0,0
642,B0_2070,43,8,Utf-8,Not_available,4,3,2,408,4,7,448,408,4,0.0,0
643,B0_2188,43,9,Utf-8,Us,4,3,2,420,4,6,366,420,4,0.0,0
644,B0_2194,43,9,Utf-8,Us,9,5,6,750,9,8,502,750,9,0.0,0
645,B0_236,43,9,Utf-8,Uk,33,1,4,2756,37,37,41938,3032,37,4.0,0
646,B0_242,43,9,Utf-8,Us,83,2,3,6008,87,107,147266,6312,87,4.0,0
647,B0_271,43,8,Utf-8,Us,84,13,6,7403,86,71,117282,7549,86,2.0,0
648,B0_324,43,9,Iso-8859-1,Not_available,22,3,8,2267,28,31,9811,2701,28,6.0,0
649,B0_331,43,12,Iso-8859-1,Not_available,8,0,3,803,12,12,2190,1097,12,4.0,0
650,B0_354,43,8,Us-ascii,Not_available,25,2,6,2444,31,17,1984,2874,31,6.0,0
651,B0_43,43,9,Iso-8859-1,Ca,20,4,7,1511,22,21,14430,1663,22,2.0,0
652,B0_553,43,10,Utf-8,Us,23,15,9,2479,27,24,6085,2743,27,4.0,0
653,B0_612,43,7,Us-ascii,Us,17,7,3,2715,23,20,20139,3187,23,6.0,0
654,B0_667,43,7,Iso-8859-1,Gb,45,3,7,4178,51,50,44810,4646,51,6.0,0
655,B0_759,43,7,Utf-8,Us,64,5,13,6081,69,71,63457,6463,69,4.0,0
656,B0_782,43,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
657,B0_885,43,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
658,B0_989,43,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
659,M0_49,44,10,Iso-8859-1,Us,22,0,2,3444,28,24,9819,3908,28,6.0,1
660,B0_1055,44,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
661,B0_1097,44,8,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
662,B0_1111,44,11,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
663,B0_1180,44,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
664,B0_1213,44,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
665,B0_1230,44,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
666,B0_1405,44,7,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
667,B0_190,44,8,Iso-8859-1,Us,19,0,2,1809,23,23,26805,2125,23,4.0,0
668,B0_2055,44,10,Utf-8,Au,17,7,6,1242,17,13,962,1242,17,0.0,0
669,B0_2090,44,9,Iso-8859-1,Us,6,4,3,640,6,8,606,640,6,0.0,0
670,B0_2139,44,11,Iso-8859-1,Us,5,3,2,498,5,7,438,498,5,0.0,0
671,B0_2140,44,10,Utf-8,Ca,6,6,3,540,6,8,539,540,6,0.0,0
672,B0_2151,44,9,Utf-8,Us,39,19,10,2742,39,5,306,2742,39,0.0,0
673,B0_2257,44,7,Utf-8,Us,14,7,12,1092,14,15,970,1092,14,0.0,0
674,B0_226,44,8,Iso-8859-1,Us,40,6,5,4203,42,42,47931,4365,42,2.0,0
675,B0_235,44,9,Us-ascii,Us,26,10,6,2512,32,33,7155,2982,32,6.0,0
676,B0_239,44,9,Utf-8,Us,40,35,2,5987,48,48,38230,6595,48,8.0,0
677,B0_277,44,9,Utf-8,Us,37,32,2,5805,45,41,40585,6413,45,8.0,0
678,B0_289,44,9,Utf-8,Ca,157,2,5,11053,159,176,284743,11211,159,2.0,0
679,B0_311,44,9,Iso-8859-1,Not_available,9,0,2,870,11,12,5876,1020,11,2.0,0
680,B0_316,44,8,Iso-8859-1,Us,12,4,3,972,14,16,15901,1118,14,2.0,0
681,B0_408,44,9,Iso-8859-1,Us,15,0,6,1556,21,20,9023,1988,21,6.0,0
682,B0_436,44,9,Utf-8,Us,29,16,7,2326,33,25,3623,2626,33,4.0,0
683,B0_49,44,8,Utf-8,Us,71,1,6,5647,79,79,120385,6295,79,8.0,0
684,B0_51,44,8,Utf-8,Us,23,6,9,1942,27,25,15275,2222,27,4.0,0
685,B0_550,44,9,Iso-8859-1,Fr,6,0,1,672,8,8,1381,834,8,2.0,0
686,B0_557,44,9,Iso-8859-1,Us,53,21,8,7834,61,53,22947,8472,61,8.0,0
687,B0_616,44,8,Utf-8,Us,17,12,4,2401,23,23,19291,2827,23,6.0,0
688,B0_617,44,10,Iso-8859-1,Us,16,3,4,1480,20,23,10665,1776,20,4.0,0
689,B0_633,44,9,Iso-8859-1,Us,10,0,5,1197,14,15,1424,1503,14,4.0,0
690,B0_641,44,8,Utf-8,Us,18,0,3,2274,22,21,31811,2554,22,4.0,0
691,B0_733,44,9,Iso-8859-1,Us,20,4,6,2097,24,23,9280,2381,24,4.0,0
692,B0_832,44,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
693,B0_833,44,8,Us-ascii,Ca,0,0,0,0,0,0,0,0,0,0.0,0
694,B0_993,44,8,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
695,M1_2,45,10,Iso-8859-1,Not_available,4,0,2,531,6,6,494,681,6,2.0,1
696,B0_10,45,8,Iso-8859-1,Not_available,7,0,2,1088,11,10,7650,1440,11,4.0,0
697,B0_1062,45,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
698,B0_1083,45,9,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
699,B0_1085,45,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
700,B0_1140,45,8,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
701,B0_1192,45,10,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
702,B0_1232,45,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
703,B0_1238,45,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
704,B0_1262,45,7,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
705,B0_1272,45,7,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
706,B0_1318,45,8,Us-ascii,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
707,B0_1343,45,8,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
708,B0_1411,45,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
709,B0_158,45,11,Utf-8,Us,14,0,7,1201,18,17,4922,1495,18,4.0,0
710,B0_2204,45,8,Utf-8,Us,8,4,3,660,8,6,476,660,8,0.0,0
711,B0_2259,45,11,Utf-8,Us,10,9,8,780,10,12,805,780,10,0.0,0
712,B0_266,45,9,Utf-8,Nl,4,0,2,541,6,7,579,689,6,2.0,0
713,B0_288,45,9,Utf-8,Ca,185,0,2,13834,187,263,488313,13992,187,2.0,0
714,B0_315,45,9,Utf-8,Us,47,41,4,6464,55,53,39038,7072,55,8.0,0
715,B0_317,45,8,Iso-8859-1,Us,44,0,2,4044,46,46,82259,4204,46,2.0,0
716,B0_406,45,10,Iso-8859-1,Not_available,28,2,5,3409,30,19,18392,3565,30,2.0,0
717,B0_467,45,10,Iso-8859-1,Us,32,5,9,2595,36,34,15941,2881,36,4.0,0
718,B0_485,45,9,Utf-8,Us,55,43,7,10205,69,56,38894,11305,69,14.0,0
719,B0_509,45,9,Utf-8,Us,40,35,2,4590,46,54,84636,5046,46,6.0,0
720,B0_541,45,10,Utf-8,Us,46,22,8,5308,54,51,40052,5902,54,8.0,0
721,B0_585,45,8,Iso-8859-1,Au,3,0,1,198,3,3,186,198,3,0.0,0
722,B0_608,45,9,Utf-8,Us,19,0,2,1801,23,25,26643,2097,23,4.0,0
723,B0_683,45,10,Utf-8,Us,19,0,3,1816,23,22,12138,2104,23,4.0,0
724,B0_686,45,9,Iso-8859-1,Au,70,3,8,5631,77,65,82281,6091,77,6.0,0
725,B0_691,45,9,Us-ascii,Us,28,10,9,2683,36,33,11690,3307,36,8.0,0
726,B0_724,45,10,Utf-8,Us,33,29,2,5852,42,39,37285,6460,42,8.0,0
727,B0_725,45,8,Iso-8859-1,Us,26,16,5,3891,34,35,37000,4567,34,8.0,0
728,B0_730,45,9,Iso-8859-1,Us,8,0,2,805,12,11,1087,1099,12,4.0,0
729,B0_74,45,9,Windows-1252,Us,15,0,2,2730,19,23,9605,3046,19,4.0,0
730,B0_766,45,7,Utf-8,Us,9,0,5,1197,14,11,1532,1537,14,4.0,0
731,B0_798,45,10,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
732,B0_847,45,10,Iso-8859-1,Nl,0,0,0,0,0,0,0,0,0,0.0,0
733,B0_871,45,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
734,B0_895,45,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
735,B0_919,45,8,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
736,M0_117,46,11,Utf-8,Not_available,11,0,3,1274,15,14,3132,1562,15,4.0,1
737,M0_82,46,12,Iso-8859-1,Us,7,0,2,742,9,10,1263,890,9,2.0,1
738,B0_112,46,9,Iso-8859-1,Us,63,59,2,8062,75,76,82775,8950,75,12.0,0
739,B0_1143,46,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
740,B0_1201,46,9,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
741,B0_1220,46,9,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
742,B0_1221,46,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
743,B0_123,46,11,Utf-8,Us,46,42,2,6883,54,54,38056,7491,54,8.0,0
744,B0_124,46,9,Iso-8859-1,Us,29,14,4,3416,35,35,17574,3858,35,6.0,0
745,B0_1270,46,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
746,B0_1314,46,8,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
747,B0_1333,46,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
748,B0_1397,46,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
749,B0_2016,46,8,Utf-8,Us,7,6,4,606,7,8,496,606,7,0.0,0
750,B0_2153,46,10,Iso-8859-1,Jp,5,3,3,498,5,8,504,498,5,0.0,0
751,B0_2222,46,10,Utf-8,Us,20,6,10,1392,20,12,766,1392,20,0.0,0
752,B0_2253,46,11,Utf-8,Us,7,4,3,582,7,8,596,582,7,0.0,0
753,B0_2302,46,9,Utf-8,Us,6,4,4,564,6,8,504,564,6,0.0,0
754,B0_234,46,9,Utf-8,Us,50,40,5,5894,58,73,69918,6478,58,8.0,0
755,B0_237,46,8,Utf-8,Us,7,0,2,680,11,10,1363,1002,11,4.0,0
756,B0_270,46,11,Utf-8,Us,38,13,10,4509,48,52,35953,5267,48,10.0,0
757,B0_29,46,10,Utf-8,Us,24,2,10,3146,28,30,4258,3442,28,4.0,0
758,B0_292,46,9,Utf-8,Us,127,0,3,8942,131,144,233106,9242,131,4.0,0
759,B0_304,46,8,Iso-8859-1,Not_available,74,0,2,18084,78,96,113453,18384,78,4.0,0
760,B0_306,46,10,Iso-8859-1,Us,20,2,6,3089,24,24,7088,3391,24,4.0,0
761,B0_439,46,8,Utf-8,Us,15,8,6,2218,19,18,5203,2546,19,4.0,0
762,B0_477,46,12,Iso-8859-1,Us,70,21,7,9463,80,80,133235,10217,80,10.0,0
763,B0_506,46,10,Utf-8,Us,22,18,1,3331,28,27,62295,3739,28,6.0,0
764,B0_525,46,11,Iso-8859-1,Us,44,11,7,6306,50,38,22528,6780,50,6.0,0
765,B0_542,46,10,Utf-8,Us,44,2,7,3516,48,36,33488,3808,48,4.0,0
766,B0_55,46,10,Iso-8859-1,Us,21,0,3,4103,25,30,16662,4405,25,4.0,0
767,B0_555,46,12,Iso-8859-1,Not_available,12,0,3,1351,16,15,9692,1641,16,4.0,0
768,B0_565,46,10,Iso-8859-1,Not_available,25,0,4,2115,29,30,17150,2479,29,4.0,0
769,B0_602,46,8,Utf-8,Ph,12,0,3,1716,16,17,11285,2012,16,4.0,0
770,B0_64,46,10,Iso-8859-1,Not_available,28,0,3,4364,30,22,22879,4498,30,2.0,0
771,B0_687,46,10,Utf-8,Not_available,15,5,11,1244,17,23,1616,1384,17,2.0,0
772,B0_689,46,8,Us-ascii,Us,22,16,8,3094,26,27,7809,3414,26,4.0,0
773,B0_727,46,8,Iso-8859-1,Us,125,0,1,8528,129,145,231799,8856,129,4.0,0
774,B0_736,46,7,Utf-8,Us,33,1,5,3244,43,41,24696,4114,43,10.0,0
775,B0_747,46,9,Utf-8,Au,197,0,3,13622,200,255,486769,13794,200,2.0,0
776,B0_753,46,10,Utf-8,Us,38,26,12,4376,44,47,40918,4832,44,6.0,0
777,B0_822,46,10,Utf-8,Pa,0,0,0,0,0,0,0,0,0,0.0,0
778,B0_873,46,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
779,B0_889,46,6,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
780,M0_86,47,11,Iso-8859-1,Pa,26,11,7,3213,34,32,16931,3821,34,8.0,1
781,B0_1037,47,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
782,B0_1122,47,9,Utf-8,Pa,0,0,0,0,0,0,0,0,0,0.0,0
783,B0_1216,47,9,Iso-8859-1,Ca,0,0,0,0,0,0,0,0,0,0.0,0
784,B0_1245,47,8,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
785,B0_1286,47,9,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
786,B0_1294,47,8,Iso-8859-1,Pa,0,0,0,0,0,0,0,0,0,0.0,0
787,B0_1295,47,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
788,B0_1305,47,10,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
789,B0_1310,47,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
790,B0_1340,47,10,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
791,B0_1410,47,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
792,B0_153,47,10,Utf-8,Us,32,28,3,4948,40,35,19634,5516,40,8.0,0
793,B0_20,47,10,Utf-8,Not_available,31,3,5,3590,35,39,35687,3886,35,4.0,0
794,B0_2005,47,9,Utf-8,Not_available,9,7,5,750,9,10,744,750,9,0.0,0
795,B0_2037,47,9,Utf-8,Ph,8,7,4,684,8,10,624,684,8,0.0,0
796,B0_2111,47,9,Iso-8859-1,Us,11,3,7,810,11,12,730,810,11,0.0,0
797,B0_2177,47,9,Utf-8,Us,13,7,2,2133,13,11,17914,2133,13,0.0,0
798,B0_220,47,12,Utf-8,Us,29,20,8,4167,33,33,3181,4499,33,4.0,0
799,B0_2239,47,10,Utf-8,Au,7,7,3,618,7,10,624,618,7,0.0,0
800,B0_2296,47,9,Utf-8,Us,17,7,10,1182,17,11,670,1182,17,0.0,0
801,B0_231,47,11,Utf-8,Pa,61,46,14,6679,69,68,59369,7271,69,8.0,0
802,B0_252,47,10,Utf-8,Au,14,1,3,2133,20,18,3258,2609,20,6.0,0
803,B0_268,47,10,Utf-8,Not_available,34,0,5,4084,42,37,36205,4684,42,8.0,0
804,B0_280,47,11,Utf-8,Not_available,15,1,7,1552,21,20,2790,2000,21,6.0,0
805,B0_287,47,9,Utf-8,Us,31,0,6,3312,35,38,36225,3612,35,4.0,0
806,B0_298,47,8,Iso-8859-1,Ca,31,7,8,3007,35,29,23628,3335,35,4.0,0
807,B0_32,47,11,Utf-8,Not_available,4,2,4,296,6,9,778,442,6,2.0,0
808,B0_381,47,9,Utf-8,Us,55,45,5,6240,63,64,69305,6824,63,8.0,0
809,B0_39,47,9,Utf-8,Not_available,9,1,2,1180,13,15,1834,1484,13,4.0,0
810,B0_446,47,10,Utf-8,Gb,23,2,4,2112,29,31,13191,2530,29,6.0,0
811,B0_45,47,11,Utf-8,Us,24,19,2,3538,30,33,22895,3994,30,6.0,0
812,B0_498,47,8,Iso-8859-1,Us,55,47,6,7049,65,64,110342,7819,65,10.0,0
813,B0_500,47,10,Iso-8859-1,Au,33,3,6,2457,35,36,68869,2617,35,2.0,0
814,B0_528,47,8,Iso-8859-1,Us,76,3,7,5283,78,100,268442,5451,78,2.0,0
815,B0_581,47,8,Utf-8,Ca,7,0,2,729,9,10,2045,871,9,2.0,0
816,B0_650,47,9,Iso-8859-1,Us,33,2,8,3759,39,27,11243,4193,39,6.0,0
817,B0_913,47,9,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
818,B0_926,47,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
819,B0_949,47,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
820,B0_998,47,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
821,M0_114,48,10,Iso-8859-1,Fr,17,5,10,1320,19,21,1967,1474,19,2.0,1
822,M0_146,48,11,Utf-8,Not_available,23,1,4,2912,31,25,3753,3494,31,8.0,1
823,M0_46,48,10,Iso-8859-1,Us,22,0,2,3448,28,24,9819,3912,28,6.0,1
824,M0_51,48,11,Iso-8859-1,Us,24,0,2,4041,30,25,12420,4505,30,6.0,1
825,M0_99,48,14,Utf-8,Cz,48,0,1,3450,50,51,66124,3602,50,2.0,1
826,B0_1046,48,9,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
827,B0_1063,48,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
828,B0_1089,48,11,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
829,B0_1109,48,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
830,B0_1118,48,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
831,B0_1151,48,11,Iso-8859-1,Au,0,0,0,0,0,0,0,0,0,0.0,0
832,B0_1170,48,8,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
833,B0_1259,48,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
834,B0_131,48,9,Iso-8859-1,Us,33,27,2,6235,41,40,16697,6835,41,8.0,0
835,B0_1323,48,10,Utf-8,Au,0,0,0,0,0,0,0,0,0,0.0,0
836,B0_1392,48,11,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
837,B0_1424,48,8,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
838,B0_2020,48,8,Iso-8859-1,Us,7,7,3,618,7,10,624,618,7,0.0,0
839,B0_203,48,9,Iso-8859-1,Cz,10,3,3,1224,16,15,1814,1696,16,6.0,0
840,B0_2069,48,9,Us-ascii,Kr,7,7,3,618,7,9,562,618,7,0.0,0
841,B0_2082,48,9,Utf-8,Us,5,3,2,498,5,8,508,498,5,0.0,0
842,B0_223,48,9,Utf-8,Us,25,4,8,2313,29,29,9531,2621,29,4.0,0
843,B0_2247,48,9,Iso-8859-1,Us,5,3,3,498,5,8,504,498,5,0.0,0
844,B0_2258,48,11,Utf-8,Us,8,7,6,684,8,11,696,684,8,0.0,0
845,B0_281,48,11,Iso-8859-1,Us,44,31,4,6925,52,43,17604,7525,52,8.0,0
846,B0_307,48,9,Iso-8859-1,Not_available,24,2,5,3179,30,29,11372,3613,30,6.0,0
847,B0_567,48,7,Utf-8,Us,47,10,6,4576,55,52,49426,5282,55,8.0,0
848,B0_576,48,8,Us-ascii,Us,26,12,10,3878,30,33,8839,4198,30,4.0,0
849,B0_67,48,11,Utf-8,Not_available,26,2,8,2873,34,37,5727,3453,34,8.0,0
850,B0_694,48,10,Utf-8,Us,24,6,12,2634,28,26,4384,2932,28,4.0,0
851,B0_71,48,9,Utf-8,Ca,113,0,3,7746,117,134,229040,8062,117,4.0,0
852,B0_800,48,10,Utf-8,Hk,0,0,0,0,0,0,0,0,0,0.0,0
853,B0_836,48,8,Us-ascii,In,0,0,0,0,0,0,0,0,0,0.0,0
854,B0_874,48,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
855,M0_149,49,12,Iso-8859-1,Kr,17,1,6,1661,23,19,2944,2123,23,6.0,1
856,M0_164,49,12,Iso-8859-1,Ua,12,8,1,2037,16,16,6187,2355,16,4.0,1
857,M0_55,49,13,Utf-8,Kr,18,0,3,1643,22,25,14342,1935,22,4.0,1
858,M0_81,49,12,Utf-8,Us,8,0,2,811,10,11,6062,961,10,2.0,1
859,M0_98,49,13,Utf-8,Cz,50,0,2,3571,52,55,66449,3723,52,2.0,1
860,B0_1066,49,7,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
861,B0_1090,49,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
862,B0_1123,49,9,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
863,B0_1217,49,10,Utf-8,Ch,0,0,0,0,0,0,0,0,0,0.0,0
864,B0_1243,49,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
865,B0_137,49,9,Iso-8859-1,Not_available,14,0,1,1205,16,18,16593,1383,16,2.0,0
866,B0_1416,49,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
867,B0_16,49,10,Iso-8859-1,Us,9,0,2,851,11,9,2135,1003,11,2.0,0
868,B0_2009,49,11,Utf-8,Not_available,25,6,11,1662,25,12,799,1662,25,0.0,0
869,B0_2029,49,9,Utf-8,Us,12,3,4,864,12,6,372,864,12,0.0,0
870,B0_2043,49,10,Iso-8859-1,Au,15,6,8,1122,15,11,702,1122,15,0.0,0
